name,tel,address,source,contact_type,preferred_contact_method,priority,response_notes,next_step,email
Don Perro,+34 934 57 59 69,"Carrer de Provença, 307, Eixample, 08037 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.donperro.info/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.donperro.info/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,juanmaria.baldrich@gmail.com
CityDogs Store - El Clot,+34 933 08 23 77,"Carrer de Mallorca, 550, Sant Martí, 08026 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.citydogs.store/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://www.citydogs.store/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,hola@citydogs.store
Animals amb gràcia,+34 676 28 46 89,"Carrer de Puigmartí, 21, Gràcia, 08012 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://linktr.ee/animalsambgracia,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://linktr.ee/animalsambgracia | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Mascotia Barcelona Sarrià,+34 932 03 19 75,"Carrer Major de Sarrià, 120, Sarrià-Sant Gervasi, 08017 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.mascotia.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.mascotia.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@mascotia.cat | molins@mascotia.cat | martorell@mascotia.cat | barcelona@mascotia.es | sarria@mascotia.es | santjoandespi@mascotia.es | mascotia.tesabel@gmail.com | castellbisbal@mascotia.es | almansa@mascotia.es
Indidogs. Dieta Barf y alimentación para mascotas con envío inmediato en Barcelona.,+34 689 89 00 79,"Travessera de Gràcia, 216, Gràcia, 08024 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://indidogs.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://indidogs.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Miscota,+34 936 34 88 29,"Carrer Gran de Gràcia, 195, Gràcia, 08012 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.miscota.es/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://www.miscota.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
TerranovaCNC 179,+34 933 59 72 26,"Carrer Major de Sarrià, 1, Sarrià-Sant Gervasi, 08034 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Lulú: amor por las mascotas,+34 636 29 94 59,"Pg. de St. Gervasi, 65, Sarrià-Sant Gervasi, 08022 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Euroanimal S.l.,+34 932 84 69 39,"Carrer de Rabassa, 33, Gràcia, 08024 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.euroanimal.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://www.euroanimal.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,euroanimal@yahoo.es
Miluopet,+34 934 35 69 54,"Ronda del General Mitre, 121, Loc 1, Sarrià-Sant Gervasi, 08022 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://wa.beedigital.es/li/miluopet,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://wa.beedigital.es/li/miluopet | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Macc Global,,"Via Augusta, Sarrià-Sant Gervasi, 08017 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
TerranovaCNC 52,+34 626 37 30 71,"Carrer Major de Sarrià, 120, Sarrià-Sant Gervasi, 08017 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.terranovacnc.com/tiendas-mascotas/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.terranovacnc.com/tiendas-mascotas/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Miscota,+34 938 61 94 56,"Carrer de Còrsega, 397, 399, Gràcia, 08037 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.miscota.es/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://www.miscota.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Tiendanimal,+34 935 46 92 69,"Av. Diagonal, 557, Les Corts, 08029 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Miscota,+34 935 00 19 02,"Carrer del Treball, 243, Sant Martí, 08020 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.miscota.es/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://www.miscota.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
"By Mascota Sants Barcelona - Tienda Mascotas, Consulta Veterinaria, Peluquería Canina",+34 668 57 33 44,"Carrer de Sants, 363, Sants-Montjuïc, 08028 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://bymascota.com/tiendas/tiendas-mascotas-barcelona/tienda-mascotas-sants-barcelona/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://bymascota.com/tiendas/tiendas-mascotas-barcelona/tienda-mascotas-sants-barcelona/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,franquicias@bymascota.com
KeGuaupos | Alimentación y complementos para animales.,+34 933 05 05 22,"Carrer de Cantàbria, 6, Sant Martí, 08020 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.keguaupos.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://www.keguaupos.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Tiendanimal,+34 932 22 90 02,"Westfield | Glòries, Av. Diagonal, 208, Sant Martí, 08018 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Animal Style Guipuzcoa,+34 933 07 31 08,"Rambla de Guipúscoa, 2, Local A, Sant Martí, 08020 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.animalstyle.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://www.animalstyle.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,hola@animalstyle.es | contacto@talleresnauto.com
Gos i Gat,+34 932 31 51 11,"Carrer de Rogent, 16, Sant Martí, 08026 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.gosigat.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.gosigat.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@gosigat.es
Kiwoko. Mundo Animal,+34 935 22 11 20,"Rambla del Poblenou, 50, Sant Martí, 08005 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Miscota,+34 938 61 94 60,"Carrer Creu Coberta, 66, Sants-Montjuïc, 08014 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.miscota.es/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://www.miscota.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
"Mascotas, tu tienda de confianza",+34 931 74 66 06,"Carrer de la Mare de Déu de Port, 256, Sants-Montjuïc, 08038 Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://shopmascotas.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://shopmascotas.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,zonafranca@mymascotas.com
Tiendanimal,+34 937 00 67 57,"Carrer del Ciment, nº 5, 08800, Barcelona, España · Barcelona",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
AGRONATURANDIA CASTELLDEFELS,+34 931 05 33 45,"Av. de la Constitució, 194, 08860 Castelldefels, Barcelona, España · Castelldefels",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.agronaturandia.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.agronaturandia.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@agrobauma.es
Kiwoko. Mundo Animal,+34 935 22 11 21,"Av. del Canal Olímpic, 24, 08860 Castelldefels, Barcelona, España · Castelldefels",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Kingcan,+34 643 00 97 19,"Carrer de l'Església, 25, 08860 Castelldefels, Barcelona, España · Castelldefels",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Ibercan Castelldefels Pet Shop,+34 936 64 06 88,"Carrer del Dr. Fleming, 9, 08860 Castelldefels, Barcelona, España · Castelldefels",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.umaspet.com/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.umaspet.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@umaspet.com
VIP's CASTELLDEFELS (Very Important Pets),+34 932 80 85 59,"Carrer de Juan de la Cierva, 20, 08860 Castelldefels, Barcelona, España · Castelldefels",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Gat i Gos,+34 658 83 48 69,"Carrer del Doctor Ferran, 24, 08860 Castelldefels, Barcelona, España · Castelldefels",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
TerranovaCNC 15,+34 936 91 79 76,"Carretera de Barcelona, 57, 08290 Cerdanyola del Vallès, Barcelona, España · Cerdanyola del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://terranovacnc.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://terranovacnc.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
"By Mascota Cerdanyola - Tienda Mascotas, Peluquería & Consulta Veterinaria",+34 931 87 80 26,"Av. de Catalunya, 72, 08290 Cerdanyola del Vallès, Barcelona, España · Cerdanyola del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://bymascota.com/tiendas/tienda-mascotas-cerdanyola/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://bymascota.com/tiendas/tienda-mascotas-cerdanyola/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,cerdanyola@bymascota.com
Banach Animals,+34 935 80 93 45,"Carrer Ample, 19, 08290 Cerdanyola del Vallès, Barcelona, España · Cerdanyola del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.banachanimals.es/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://www.banachanimals.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
VILMA's 'El Super per a Mascotes',+34 629 00 62 35,"Carrer de Sant Salvador, 3, 08290 Cerdanyola del Vallès, Barcelona, España · Cerdanyola del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://vilmashopcom.wordpress.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://vilmashopcom.wordpress.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Faunarama,+34 936 92 59 91,"Av. de Canaletes, 39, 08290 Cerdanyola del Vallès, Barcelona, España · Cerdanyola del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.faunarama.com/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://www.faunarama.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,atencioncliente@faunarama.com
Spa'l Gos. Tot per la teva mascota,+34 640 08 45 19,"Passeig de Cordelles, 29, 08290 Cerdanyola del Vallès, Barcelona, España · Cerdanyola del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.spalgos.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.spalgos.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,spalgos1@gmail.com
K-Macus,+34 931 19 00 04,"Carrer d'Anselm Clavé, 22, 08290 Cerdanyola del Vallès, Barcelona, España · Cerdanyola del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
UYWA Todo para tu mascota,+34 936 27 26 86,"Avinguda de la República Argentina, 5, 08940 Cornellà de Llobregat, Barcelona, España · Cornellà de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.uywa.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.uywa.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@uywa.es
PATRULLA ANIMAL,+34 634 49 30 95,"Carrer de Joaquim Rubió i Ors, 55, 08940 Cornellà de Llobregat, Barcelona, España · Cornellà de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.instagram.com/patrulla.animal.cornella/?hl=es,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.instagram.com/patrulla.animal.cornella/?hl=es | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Kiwoko. Mundo Animal,+34 931 69 11 90,"C .Comercial Splau, Av. del Baix Llobregat, s/n, 08940 Cornellà de Llobregat, Barcelona, España · Cornellà de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.kiwoko.com/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://www.kiwoko.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,tienda.online@kiwoko.com
Husse Garraf,+34 635 21 90 70,"Carrer del Puig de l'Aliga, 14, Urb, 08811 Daltmar, Barcelona, España · Daltmar",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.husse-garraf.es/ca/muestragratis,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://www.husse-garraf.es/ca/muestragratis | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,hussegarraf@gmail.com
"Comercial Servi-Fauna, S.L.",+34 933 70 45 32,"Carrer de Jaume Casanovas, 111, 08820 El Prat de Llobregat, Barcelona, España · El Prat de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://comercialservifauna.blogspot.com/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://comercialservifauna.blogspot.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,comercialservifauna@gmail.com
Pet Naturalia,+34 935 10 73 03,"Carrer Rector Farrés i Poch, 15, 08820 El Prat de Llobregat, Barcelona, España · El Prat de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Animal store,+34 933 51 27 88,"Carretera de la Marina, 72, 08820 El Prat de Llobregat, Barcelona, España · El Prat de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
TerranovaCNC 92 El Prat,+34 676 21 53 21,"Av. de la Verge de Montserrat, 249, 08820 El Prat de Llobregat, Barcelona, España · El Prat de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Kiwoko. Mundo Animal,+34 936 26 84 05,"Carrer del Progrés, 69, 08850 Gavà, Barcelona, España · Gavà",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Mascotas 1000 | Tienda de Animales en Granollers,+34 935 66 53 41,"Carrer de Dionís Puig, 13, 08402 Granollers, Barcelona, España · Granollers",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.mascotas1000.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.mascotas1000.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Pere Illa Mas,+34 608 77 62 93,"Carrer del Primer Marquès de les Franqueses, 29 També per timbre botiga, Carrer de Corró, 320, 08402 Granollers, Barcelona, España · Granollers",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.instagram.com/calilla.granollers/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.instagram.com/calilla.granollers/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
